Year,Period,Scheme_description,Residence_county,Recipients
2016,4,Maternity Benefit,Leitrim,219
2016,4,One Parent Family Payment,Leitrim,202
2016,4,Paternity Benefit,Leitrim,35
2016,4,Jobseekers Allowance,Leitrim,2202
2016,4,Jobseekers Benefit,Leitrim,493
2016,4,Widows Non Contributory Pension,Leitrim,11
2016,4,Maternity Benefit,Limerick,1154
2016,4,One Parent Family Payment,Limerick,1976
2016,4,Paternity Benefit,Limerick,184
2016,4,Jobseekers Allowance,Limerick,10601
2016,4,Jobseekers Benefit,Limerick,1936
2016,4,Widows Non Contributory Pension,Limerick,65
2016,4,Maternity Benefit,Longford,260
2016,4,One Parent Family Payment,Longford,369
2016,4,Paternity Benefit,Longford,38
2016,4,Jobseekers Allowance,Longford,3232
2016,4,Jobseekers Benefit,Longford,499
2016,4,Widows Non Contributory Pension,Longford,22
2016,4,Maternity Benefit,Louth,796
2016,4,One Parent Family Payment,Louth,1472
2016,4,Paternity Benefit,Louth,123
2016,4,Jobseekers Allowance,Louth,9561
2016,4,Jobseekers Benefit,Louth,1428
2016,4,Widows Non Contributory Pension,Louth,44
2016,4,Maternity Benefit,Mayo,806
2016,4,One Parent Family Payment,Mayo,913
2016,4,Paternity Benefit,Mayo,128
2016,4,Jobseekers Allowance,Mayo,7710
2016,4,Jobseekers Benefit,Mayo,1715
2016,4,Widows Non Contributory Pension,Mayo,85
2016,4,Maternity Benefit,Meath,1473
2016,4,One Parent Family Payment,Meath,1369
2016,4,Paternity Benefit,Meath,195
2016,4,Jobseekers Allowance,Meath,9041
2016,4,Jobseekers Benefit,Meath,2465
2016,4,Widows Non Contributory Pension,Meath,40
2016,4,Maternity Benefit,Monaghan,408
2016,4,One Parent Family Payment,Monaghan,400
2016,4,Paternity Benefit,Monaghan,62
2016,4,Jobseekers Allowance,Monaghan,3465
2016,4,Jobseekers Benefit,Monaghan,669
2016,4,Widows Non Contributory Pension,Monaghan,23
2016,4,Maternity Benefit,Offaly,467
2016,4,One Parent Family Payment,Offaly,697
2016,4,Paternity Benefit,Offaly,66
2016,4,Jobseekers Allowance,Offaly,5366
2016,4,Jobseekers Benefit,Offaly,1122
2016,4,Widows Non Contributory Pension,Offaly,20
2016,4,Maternity Benefit,Roscommon,406
2016,4,One Parent Family Payment,Roscommon,361
2016,4,Paternity Benefit,Roscommon,60
2016,4,Jobseekers Allowance,Roscommon,3399
2016,4,Jobseekers Benefit,Roscommon,835
2016,4,Widows Non Contributory Pension,Roscommon,24
2016,4,Maternity Benefit,Sligo,391
2016,4,One Parent Family Payment,Sligo,528
2016,4,Paternity Benefit,Sligo,65
2016,4,Jobseekers Allowance,Sligo,4203
2016,4,Jobseekers Benefit,Sligo,945
2016,4,Widows Non Contributory Pension,Sligo,27
2016,4,Maternity Benefit,Tipperary,934
2016,4,One Parent Family Payment,Tipperary,1526
2016,4,Paternity Benefit,Tipperary,143
2016,4,Jobseekers Allowance,Tipperary,10377
2016,4,Jobseekers Benefit,Tipperary,2174
2016,4,Widows Non Contributory Pension,Tipperary,68
2016,4,Maternity Benefit,Waterford,644
2016,4,One Parent Family Payment,Waterford,1327
2016,4,Paternity Benefit,Waterford,116
2016,4,Jobseekers Allowance,Waterford,8521
2016,4,Jobseekers Benefit,Waterford,1647
2016,4,Widows Non Contributory Pension,Waterford,25
2016,4,Maternity Benefit,Westmeath,542
2016,4,One Parent Family Payment,Westmeath,764
2016,4,Paternity Benefit,Westmeath,85
2016,4,Jobseekers Allowance,Westmeath,6068
2016,4,Jobseekers Benefit,Westmeath,1270
2016,4,Widows Non Contributory Pension,Westmeath,34
2016,4,Maternity Benefit,Wexford,862
2016,4,One Parent Family Payment,Wexford,1540
2016,4,Paternity Benefit,Wexford,127
2016,4,Jobseekers Allowance,Wexford,11748
2016,4,Jobseekers Benefit,Wexford,2397
2016,4,Widows Non Contributory Pension,Wexford,58
2016,4,Maternity Benefit,Wicklow,1014
2016,4,One Parent Family Payment,Wicklow,1229
2016,4,Paternity Benefit,Wicklow,136
2016,4,Jobseekers Allowance,Wicklow,7422
2016,4,Jobseekers Benefit,Wicklow,1737
2016,4,Widows Non Contributory Pension,Wicklow,38
2017,1,Back to Work Scheme Family Dividend,Carlow,277
2017,1,Child Benefit,Carlow,8427
2017,1,Family Income Supplement,Carlow,963
2017,1,Back to Work Scheme Family Dividend,Cavan,250
2017,1,Child Benefit,Cavan,10508
2017,1,Family Income Supplement,Cavan,1424
2017,1,Back to Work Scheme Family Dividend,Clare,318
2017,1,Child Benefit,Clare,15894
2017,1,Family Income Supplement,Clare,1470
2017,1,Back to Work Scheme Family Dividend,Cork,1458
2017,1,Child Benefit,Cork,69962
2017,1,Family Income Supplement,Cork,6566
2017,1,Back to Work Scheme Family Dividend,Donegal,735
2017,1,Child Benefit,Donegal,20427
2017,1,Family Income Supplement,Donegal,2876
2017,1,Back to Work Scheme Family Dividend,Dublin,3598
2017,1,Child Benefit,Dublin,163962
2017,1,Family Income Supplement,Dublin,14351
2017,1,Back to Work Scheme Family Dividend,Galway,637
2017,1,Child Benefit,Galway,32124
2017,1,Family Income Supplement,Galway,2942
2017,1,Back to Work Scheme Family Dividend,Kerry,436
2017,1,Child Benefit,Kerry,18138
2017,1,Family Income Supplement,Kerry,1870
2017,1,Back to Work Scheme Family Dividend,Kildare,604
2017,1,Child Benefit,Kildare,33358
2017,1,Family Income Supplement,Kildare,2603
2017,1,Back to Work Scheme Family Dividend,Kilkenny,288
2017,1,Child Benefit,Kilkenny,13103
2017,1,Family Income Supplement,Kilkenny,1213
2017,1,Back to Work Scheme Family Dividend,Laois,305
2017,1,Child Benefit,Laois,12265
2017,1,Family Income Supplement,Laois,1288
2017,1,Back to Work Scheme Family Dividend,Leitrim,111
2017,1,Child Benefit,Leitrim,4167
2017,1,Family Income Supplement,Leitrim,429
2017,1,Back to Work Scheme Family Dividend,Limerick,489
2017,1,Child Benefit,Limerick,24847
2017,1,Family Income Supplement,Limerick,2575
2017,1,Back to Work Scheme Family Dividend,Longford,188
2017,1,Child Benefit,Longford,5791
2017,1,Family Income Supplement,Longford,847
2017,1,Back to Work Scheme Family Dividend,Louth,528
2017,1,Child Benefit,Louth,18461
2017,1,Family Income Supplement,Louth,2301
2017,1,Back to Work Scheme Family Dividend,Mayo,314
2017,1,Child Benefit,Mayo,15879
2017,1,Family Income Supplement,Mayo,1749
2017,1,Back to Work Scheme Family Dividend,Meath,558
2017,1,Child Benefit,Meath,30270
2017,1,Family Income Supplement,Meath,2576
2017,1,Back to Work Scheme Family Dividend,Monaghan,204
2017,1,Child Benefit,Monaghan,8113
2017,1,Family Income Supplement,Monaghan,1209
2017,1,Back to Work Scheme Family Dividend,Offaly,246
2017,1,Child Benefit,Offaly,10603
2017,1,Family Income Supplement,Offaly,1197
2017,1,Back to Work Scheme Family Dividend,Roscommon,191
2017,1,Child Benefit,Roscommon,8218
2017,1,Family Income Supplement,Roscommon,813
2017,1,Back to Work Scheme Family Dividend,Sligo,206
2017,1,Child Benefit,Sligo,8047
2017,1,Family Income Supplement,Sligo,833
2017,1,Back to Work Scheme Family Dividend,Tipperary,600
2017,1,Child Benefit,Tipperary,21460
2017,1,Family Income Supplement,Tipperary,2315
2017,1,Back to Work Scheme Family Dividend,Waterford,477
2017,1,Child Benefit,Waterford,15774
2017,1,Family Income Supplement,Waterford,1893
2017,1,Back to Work Scheme Family Dividend,Westmeath,240
2017,1,Child Benefit,Westmeath,12468
2017,1,Family Income Supplement,Westmeath,1339
2017,1,Back to Work Scheme Family Dividend,Wexford,711
2017,1,Child Benefit,Wexford,21302
2017,1,Family Income Supplement,Wexford,2597
2017,1,Back to Work Scheme Family Dividend,Wicklow,361
2017,1,Child Benefit,Wicklow,20226
2017,1,Family Income Supplement,Wicklow,1529
2017,1,Carers Allowance,Carlow,1204
2017,1,Carers Benefit,Carlow,27
2017,1,Illness Benefit,Carlow,1582
2017,1,Disability Allowance,Carlow,2027
2017,1,Invalidity Pension,Carlow,1008
2017,1,Carers Allowance,Cavan,1230
2017,1,Carers Benefit,Cavan,80
2017,1,Illness Benefit,Cavan,1557
2017,1,Disability Allowance,Cavan,1850
2017,1,Invalidity Pension,Cavan,816
2017,1,Carers Allowance,Clare,1889
2017,1,Carers Benefit,Clare,91
2017,1,Illness Benefit,Clare,2116
2017,1,Disability Allowance,Clare,3237
2017,1,Invalidity Pension,Clare,1297
2017,1,Carers Allowance,Cork,8314
2017,1,Carers Benefit,Cork,402
2017,1,Illness Benefit,Cork,11702
2017,1,Disability Allowance,Cork,15944
2017,1,Invalidity Pension,Cork,7538
2017,1,Carers Allowance,Donegal,3833
2017,1,Carers Benefit,Donegal,91
2017,1,Illness Benefit,Donegal,2801
2017,1,Disability Allowance,Donegal,5386
2017,1,Invalidity Pension,Donegal,1599
2017,1,Carers Allowance,Dublin,14808
2017,1,Carers Benefit,Dublin,621
2017,1,Illness Benefit,Dublin,22982
2017,1,Disability Allowance,Dublin,31575
2017,1,Invalidity Pension,Dublin,13902
2017,1,Carers Allowance,Galway,4080
2017,1,Carers Benefit,Galway,222
2017,1,Illness Benefit,Galway,4528
2017,1,Disability Allowance,Galway,7255
2017,1,Invalidity Pension,Galway,2096
2017,1,Carers Allowance,Kerry,2829
2017,1,Carers Benefit,Kerry,156
2017,1,Illness Benefit,Kerry,2626
2017,1,Disability Allowance,Kerry,4915
2017,1,Invalidity Pension,Kerry,1677
2017,1,Carers Allowance,Kildare,2669
2017,1,Carers Benefit,Kildare,135
2017,1,Illness Benefit,Kildare,4533
2017,1,Disability Allowance,Kildare,4548
2017,1,Invalidity Pension,Kildare,2408
2017,1,Carers Allowance,Kilkenny,1540
2017,1,Carers Benefit,Kilkenny,75
2017,1,Illness Benefit,Kilkenny,1859
2017,1,Disability Allowance,Kilkenny,2626
2017,1,Invalidity Pension,Kilkenny,1089
2017,1,Carers Allowance,Laois,1481
2017,1,Carers Benefit,Laois,76
2017,1,Illness Benefit,Laois,1737
2017,1,Disability Allowance,Laois,2406
2017,1,Invalidity Pension,Laois,1047
2017,1,Carers Allowance,Leitrim,657
2017,1,Carers Benefit,Leitrim,29
2017,1,Illness Benefit,Leitrim,787
2017,1,Disability Allowance,Leitrim,962
2017,1,Invalidity Pension,Leitrim,485
2017,1,Carers Allowance,Limerick,3904
2017,1,Carers Benefit,Limerick,133
2017,1,Illness Benefit,Limerick,4447
2017,1,Disability Allowance,Limerick,6655
2017,1,Invalidity Pension,Limerick,3314
2017,1,Carers Allowance,Longford,1000
2017,1,Carers Benefit,Longford,30
2017,1,Illness Benefit,Longford,873
2017,1,Disability Allowance,Longford,1511
2017,1,Invalidity Pension,Longford,612
2017,1,Carers Allowance,Louth,2147
2017,1,Carers Benefit,Louth,74
2017,1,Illness Benefit,Louth,3327
2017,1,Disability Allowance,Louth,3526
2017,1,Invalidity Pension,Louth,1777
2017,1,Carers Allowance,Mayo,2757
2017,1,Carers Benefit,Mayo,124
2017,1,Illness Benefit,Mayo,2619
2017,1,Disability Allowance,Mayo,4053
2017,1,Invalidity Pension,Mayo,1501
2017,1,Carers Allowance,Meath,2263
2017,1,Carers Benefit,Meath,125
2017,1,Illness Benefit,Meath,4210
2017,1,Disability Allowance,Meath,3486
2017,1,Invalidity Pension,Meath,1886
2017,1,Carers Allowance,Monaghan,1007
2017,1,Carers Benefit,Monaghan,46
2017,1,Illness Benefit,Monaghan,1208
2017,1,Disability Allowance,Monaghan,1497
2017,1,Invalidity Pension,Monaghan,577
2017,1,Carers Allowance,Offaly,1674
2017,1,Carers Benefit,Offaly,62
2017,1,Illness Benefit,Offaly,1623
2017,1,Disability Allowance,Offaly,2341
2017,1,Invalidity Pension,Offaly,1175
2017,1,Carers Allowance,Roscommon,1328
2017,1,Carers Benefit,Roscommon,75
2017,1,Illness Benefit,Roscommon,1363
2017,1,Disability Allowance,Roscommon,1938
2017,1,Invalidity Pension,Roscommon,903
2017,1,Carers Allowance,Sligo,1249
2017,1,Carers Benefit,Sligo,66
2017,1,Illness Benefit,Sligo,1418
2017,1,Disability Allowance,Sligo,2114
2017,1,Invalidity Pension,Sligo,873
2017,1,Carers Allowance,Tipperary,3355
2017,1,Carers Benefit,Tipperary,114
2017,1,Illness Benefit,Tipperary,3139
2017,1,Disability Allowance,Tipperary,5646
2017,1,Invalidity Pension,Tipperary,2301
2017,1,Carers Allowance,Waterford,1898
2017,1,Carers Benefit,Waterford,60
2017,1,Illness Benefit,Waterford,2532
2017,1,Disability Allowance,Waterford,3496
2017,1,Invalidity Pension,Waterford,1603
2017,1,Carers Allowance,Westmeath,1568
2017,1,Carers Benefit,Westmeath,75
2017,1,Illness Benefit,Westmeath,1835
2017,1,Disability Allowance,Westmeath,2626
2017,1,Invalidity Pension,Westmeath,1247
2017,1,Carers Allowance,Wexford,3105
2017,1,Carers Benefit,Wexford,96
2017,1,Illness Benefit,Wexford,2877
2017,1,Disability Allowance,Wexford,4763
2017,1,Invalidity Pension,Wexford,2127
2017,1,Carers Allowance,Wicklow,1902
2017,1,Carers Benefit,Wicklow,85
2017,1,Illness Benefit,Wicklow,2562
2017,1,Disability Allowance,Wicklow,3340
2017,1,Invalidity Pension,Wicklow,1432
2017,1,State Pension Contributory,Carlow,4294
2017,1,State Pension Non Contributory,Carlow,1288
2017,1,Widow(er)'s Contributory Pension,Carlow,1472
2017,1,State Pension Contributory,Cavan,4852
2017,1,State Pension Non Contributory,Cavan,2499
2017,1,Widow(er)'s Contributory Pension,Cavan,1730
2017,1,State Pension Contributory,Clare,9001
2017,1,State Pension Non Contributory,Clare,3445
2017,1,Widow(er)'s Contributory Pension,Clare,3008
2017,1,State Pension Contributory,Cork,39487
2017,1,State Pension Non Contributory,Cork,10100
2017,1,Widow(er)'s Contributory Pension,Cork,13617
2017,1,State Pension Contributory,Donegal,10251
2017,1,State Pension Non Contributory,Donegal,7056
2017,1,Widow(er)'s Contributory Pension,Donegal,3538
2017,1,State Pension Contributory,Dublin,96272
2017,1,State Pension Non Contributory,Dublin,13971
2017,1,Widow(er)'s Contributory Pension,Dublin,30761
2017,1,State Pension Contributory,Galway,15837
2017,1,State Pension Non Contributory,Galway,7442
2017,1,Widow(er)'s Contributory Pension,Galway,5572
2017,1,State Pension Contributory,Kerry,11008
2017,1,State Pension Non Contributory,Kerry,5031
2017,1,Widow(er)'s Contributory Pension,Kerry,3880
2017,1,State Pension Contributory,Kildare,13148
2017,1,State Pension Non Contributory,Kildare,2260
2017,1,Widow(er)'s Contributory Pension,Kildare,4633
2017,1,State Pension Contributory,Kilkenny,6992
2017,1,State Pension Non Contributory,Kilkenny,2087
2017,1,Widow(er)'s Contributory Pension,Kilkenny,2379
2017,1,State Pension Contributory,Laois,4652
2017,1,State Pension Non Contributory,Laois,1628
2017,1,Widow(er)'s Contributory Pension,Laois,1755
2017,1,State Pension Contributory,Leitrim,2517
2017,1,State Pension Non Contributory,Leitrim,1216
2017,1,Widow(er)'s Contributory Pension,Leitrim,1030
2017,1,State Pension Contributory,Limerick,14696
2017,1,State Pension Non Contributory,Limerick,4026
2017,1,Widow(er)'s Contributory Pension,Limerick,5096
2017,1,State Pension Contributory,Longford,2944
2017,1,State Pension Non Contributory,Longford,1275
2017,1,Widow(er)'s Contributory Pension,Longford,1052
2017,1,State Pension Contributory,Louth,9292
2017,1,State Pension Non Contributory,Louth,2290
2017,1,Widow(er)'s Contributory Pension,Louth,2959
2017,1,State Pension Contributory,Mayo,9678
2017,1,State Pension Non Contributory,Mayo,5747
2017,1,Widow(er)'s Contributory Pension,Mayo,3536
2017,1,State Pension Contributory,Meath,11629
2017,1,State Pension Non Contributory,Meath,2654
2017,1,Widow(er)'s Contributory Pension,Meath,3981
2017,1,State Pension Contributory,Monaghan,4191
2017,1,State Pension Non Contributory,Monaghan,1935
2017,1,Widow(er)'s Contributory Pension,Monaghan,1535
2017,1,State Pension Contributory,Offaly,5205
2017,1,State Pension Non Contributory,Offaly,1580
2017,1,Widow(er)'s Contributory Pension,Offaly,1936
2017,1,State Pension Contributory,Roscommon,4730
2017,1,State Pension Non Contributory,Roscommon,2340
2017,1,Widow(er)'s Contributory Pension,Roscommon,1782
2017,1,State Pension Contributory,Sligo,5304
2017,1,State Pension Non Contributory,Sligo,1922
2017,1,Widow(er)'s Contributory Pension,Sligo,1803
2017,1,State Pension Contributory,Tipperary,12439
2017,1,State Pension Non Contributory,Tipperary,4325
2017,1,Widow(er)'s Contributory Pension,Tipperary,4542
2017,1,State Pension Contributory,Waterford,9076
2017,1,State Pension Non Contributory,Waterford,2497
2017,1,Widow(er)'s Contributory Pension,Waterford,3142
2017,1,State Pension Contributory,Westmeath,6176
2017,1,State Pension Non Contributory,Westmeath,1761
2017,1,Widow(er)'s Contributory Pension,Westmeath,2322
2017,1,State Pension Contributory,Wexford,11188
2017,1,State Pension Non Contributory,Wexford,3986
2017,1,Widow(er)'s Contributory Pension,Wexford,3879
2017,1,State Pension Contributory,Wicklow,10740
2017,1,State Pension Non Contributory,Wicklow,2090
2017,1,Widow(er)'s Contributory Pension,Wicklow,3365
2017,1,Household Benefits,Carlow,793
2017,1,Household Benefits,Carlow,990
2017,1,Rent Supplement,Carlow,520
2017,1,Household Benefits,Cavan,994
2017,1,Household Benefits,Cavan,1285
2017,1,Rent Supplement,Cavan,433
2017,1,Household Benefits,Clare,1502
2017,1,Household Benefits,Clare,2057
2017,1,Rent Supplement,Clare,465
2017,1,Household Benefits,Cork,5957
2017,1,Household Benefits,Cork,10058
2017,1,Rent Supplement,Cork,4798
2017,1,Household Benefits,Donegal,2428
2017,1,Household Benefits,Donegal,2184
2017,1,Rent Supplement,Donegal,464
2017,1,Household Benefits,Dublin,11237
2017,1,Household Benefits,Dublin,27270
2017,1,Rent Supplement,Dublin,19399
2017,1,Household Benefits,Galway,2869
2017,1,Household Benefits,Galway,3692
2017,1,Rent Supplement,Galway,2340
2017,1,Household Benefits,Kerry,1948
2017,1,Household Benefits,Kerry,2207
2017,1,Rent Supplement,Kerry,1488
2017,1,Household Benefits,Kildare,1699
2017,1,Household Benefits,Kildare,3082
2017,1,Rent Supplement,Kildare,2428
2017,1,Household Benefits,Kilkenny,1041
2017,1,Household Benefits,Kilkenny,1549
2017,1,Rent Supplement,Kilkenny,367
2017,1,Household Benefits,Laois,961
2017,1,Household Benefits,Laois,1094
2017,1,Rent Supplement,Laois,877
2017,1,Household Benefits,Leitrim,489
2017,1,Household Benefits,Leitrim,651
2017,1,Rent Supplement,Leitrim,290
2017,1,Household Benefits,Limerick,2462
2017,1,Household Benefits,Limerick,3621
2017,1,Rent Supplement,Limerick,987
2017,1,Household Benefits,Longford,681
2017,1,Household Benefits,Longford,806
2017,1,Rent Supplement,Longford,402
2017,1,Household Benefits,Louth,1341
2017,1,Household Benefits,Louth,2290
2017,1,Rent Supplement,Louth,888
2017,1,Household Benefits,Mayo,2162
2017,1,Household Benefits,Mayo,2494
2017,1,Rent Supplement,Mayo,1045
2017,1,Household Benefits,Meath,1490
2017,1,Household Benefits,Meath,2629
2017,1,Rent Supplement,Meath,1141
2017,1,Household Benefits,Monaghan,689
2017,1,Household Benefits,Monaghan,945
2017,1,Rent Supplement,Monaghan,194
2017,1,Household Benefits,Offaly,959
2017,1,Household Benefits,Offaly,1036
2017,1,Rent Supplement,Offaly,568
2017,1,Household Benefits,Roscommon,937
2017,1,Household Benefits,Roscommon,1202
2017,1,Rent Supplement,Roscommon,612
2017,1,Household Benefits,Sligo,862
2017,1,Household Benefits,Sligo,1291
2017,1,Rent Supplement,Sligo,306
2017,1,Household Benefits,Tipperary,2370
2017,1,Household Benefits,Tipperary,3110
